Accession_ID	Collection_date	Submission_date	Location	Clade	Pangolin	City
EPI_ISL_8528464	2021-06-06	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.46	 Dakar
EPI_ISL_8528465	2021-06-06	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528468	2021-06-06	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528471	2021-06-07	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528472	2021-06-07	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528478	2021-06-07	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8528483	2021-06-08	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528484	2021-06-08	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528493	2021-06-08	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528494	2021-06-08	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528497	2021-06-09	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8528502	2021-06-09	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528504	2021-06-09	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528507	2021-06-10	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528508	2021-06-10	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	B.1.617.2	 Dakar
EPI_ISL_8528510	2021-06-10	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528511	2021-06-10	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8528512	2021-06-10	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528539	2021-06-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528540	2021-06-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528543	2021-06-14	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34.1	 Dakar
EPI_ISL_8528546	2021-06-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528550	2021-06-14	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528561	2021-06-17	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528566	2021-06-17	2022-01-10	Africa / Senegal / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar
EPI_ISL_8528575	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8528577	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528578	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21D (Eta)	B.1.525	 Dakar
EPI_ISL_8528580	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21I (Delta)	B.1.617.2	 Dakar
EPI_ISL_8528581	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8528583	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8528585	2021-06-18	2022-01-10	Africa / Senegal / Dakar	21A (Delta)	B.1.617.2	 Dakar
EPI_ISL_8528587	2021-06-19	2022-01-10	Africa / Senegal / Dakar	20A	B.1.620	 Dakar
EPI_ISL_8528590	2021-06-19	2022-01-10	Africa / Senegal / Dakar	20B	B.1.1.318	 Dakar
EPI_ISL_8528597	2021-06-20	2022-01-10	Africa / Senegal / Dakar	21J (Delta)	AY.34	 Dakar
EPI_ISL_8528598	2021-06-20	2022-01-10	Africa / Senegal / Dakar	20A	B.1.629	 Dakar
EPI_ISL_8727757	2020-04-06	2022-01-15	Africa / Senegal / Dakar	20A	B.1.416	 Dakar
EPI_ISL_8727759	2020-12-30	2022-01-15	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_8727851	2021-01-25	2022-01-15	Africa / Senegal / Dakar	20B	B.1.1.420	 Dakar
EPI_ISL_11994764	2022-03-18	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2	 Dakar 
EPI_ISL_11994765	2022-03-19	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21K (Omicron)	BA.1.1	 Dakar 
EPI_ISL_11994767	2022-03-20	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2	 Dakar 
EPI_ISL_11994768	2022-03-21	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2.9	 Dakar 
EPI_ISL_11994770	2022-03-22	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21K (Omicron)	BA.1	 Dakar 
EPI_ISL_11994771	2022-03-23	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2	 Dakar 
EPI_ISL_11994773	2022-03-25	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2.10	 Dakar 
EPI_ISL_11994774	2022-03-25	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2.9	 Dakar 
EPI_ISL_11994776	2022-03-24	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2	 Dakar 
EPI_ISL_11994781	2022-03-29	2022-04-12	Africa / Senegal / Dakar / Iressef Diamniadio	21L (Omicron)	BA.2	 Dakar 
EPI_ISL_1630255	2020-12-21	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1630256	2021-01-14	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1630257	2021-01-15	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Tivaoune	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1630258	2021-01-16	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Dakar	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1630259	2021-01-16	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Iressef diamniadio	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1630260	2021-01-03	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Iressef Ngor	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1630261	2020-12-25	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Dakar	20A	B.1.416	 Dakar 
EPI_ISL_1630262	2021-01-14	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Mbour	20A	B.1.416	 Dakar 
EPI_ISL_1630263	2021-01-14	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Meckhe	20A	B.1.416	 Dakar 
EPI_ISL_1630264	2021-01-14	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20A	B.1.416	 Dakar 
EPI_ISL_1630265	2021-01-15	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20A	B.1.416	 Dakar 
EPI_ISL_1630266	2020-12-24	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20A	B.1.416	 Dakar 
EPI_ISL_1630267	2020-07-28	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20A	B.1.416	 Dakar 
EPI_ISL_1630268	2020-07-29	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20A	B.1.416	 Dakar 
EPI_ISL_1630269	2020-07-22	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / DS Thies	20A	B.1.416	 Dakar 
EPI_ISL_1630270	2020-12-30	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Dakar	20E (EU1)	B.1.177	 Dakar 
EPI_ISL_1630271	2020-12-29	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Iressef diamniadio	20C	B.1	 Dakar 
EPI_ISL_1630272	2021-01-03	2021-04-18	Africa / Senegal / Dakar / Iressef Diamniadio / Iressef Ngor	19B	A.21	 Dakar 
EPI_ISL_1633465	2020-12-17	2021-04-19	Africa / Senegal / Dakar / Iressef Diamniadio	19B	A.27	 Dakar 
EPI_ISL_1633466	2020-12-19	2021-04-19	Africa / Senegal / Dakar / Iressef Diamniadio	19B	A.27	 Dakar 
EPI_ISL_1633467	2020-12-19	2021-04-19	Africa / Senegal / Dakar / Iressef Diamniadio	19B	A.27	 Dakar 
EPI_ISL_1827857	2020-12-31	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	19B	A.21	 Dakar 
EPI_ISL_1827862	2020-12-23	2021-05-03	Africa / Senegal / Dakar / Iressef Diamniadio	20D	C.36	 Dakar 
EPI_ISL_1827871	2020-12-30	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20A	B.1	 Dakar 
EPI_ISL_1827873	2021-01-14	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1.420	 Dakar 
EPI_ISL_1827895	2020-12-31	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1.420	 Dakar 
EPI_ISL_1827896	2021-01-03	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1.420	 Dakar 
EPI_ISL_1827905	2021-01-03	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1	 Dakar 
EPI_ISL_1827909	2021-01-01	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1.420	 Dakar 
EPI_ISL_1827913	2020-12-31	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1.420	 Dakar 
EPI_ISL_1827920	2020-12-16	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20B	B.1.1.420	 Dakar 
EPI_ISL_1827921	2021-01-14	2021-05-03	Africa / Senegal / Dakar / Iressef Ngor	20A	B.1	 Dakar 
EPI_ISL_1827924	2020-12-26	2021-05-03	Africa / Senegal / Dakar / DS Thies	20B	B.1.1.420	 Dakar 
EPI_ISL_1910386	2021-03-27	2021-05-05	Africa / Senegal / Dakar / Iressef Diamniadio	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1910390	2021-03-25	2021-05-05	Africa / Senegal / Dakar / Iressef Diamniadio	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1910392	2021-03-27	2021-05-05	Africa / Senegal / Dakar / Iressef Diamniadio	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1910393	2021-03-25	2021-05-05	Africa / Senegal / Dakar / Iressef Diamniadio	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_1910394	2021-03-27	2021-05-05	Africa / Senegal / Dakar / Iressef Diamniadio	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_2873825	2021-06-04	2021-07-09	Africa / Senegal / Dakar / Iressef Diamniadio	20B	B.1.1.420	 Dakar 
EPI_ISL_2873828	2021-06-05	2021-07-09	Africa / Senegal / Dakar / Iressef Diamniadio	21J (Delta)	AY.34	 Dakar 
EPI_ISL_2873829	2021-06-05	2021-07-09	Africa / Senegal / Dakar / Iressef Diamniadio	21A (Delta)	B.1.617.2	 Dakar 
EPI_ISL_2873833	2021-06-05	2021-07-09	Africa / Senegal / Dakar / Iressef Diamniadio	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_2873835	2021-06-05	2021-07-09	Africa / Senegal / Dakar / Iressef Diamniadio	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_3152063	2021-03-10	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152073	2020-12-11	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152077	2020-12-28	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152079	2020-08-28	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152082	2021-04-02	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20A	B.1	 Dakar 
EPI_ISL_3152086	2020-07-28	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20A	B.1.416	 Dakar 
EPI_ISL_3152088	2020-12-29	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20B	B.1.1.420	 Dakar 
EPI_ISL_3152089	2020-12-28	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152090	2021-03-26	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	19B	A.21	 Dakar 
EPI_ISL_3152091	2021-02-18	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152099	2021-02-26	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20B	B.1.1.420	 Dakar 
EPI_ISL_3152100	2021-02-26	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152101	2021-02-24	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152104	2021-02-26	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152106	2021-02-26	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3152107	2021-02-03	2021-07-30	Africa / Senegal / Dakar / LBV Le Dantec	20I (Alpha, V1)	B.1.1.7	 Dakar 
EPI_ISL_3154879	2021-06-01	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_3154885	2021-06-01	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_3154890	2021-06-01	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21J (Delta)	AY.34	 Dakar 
EPI_ISL_3154891	2021-06-01	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_3154892	2021-04-02	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21J (Delta)	AY.34.1	 Dakar 
EPI_ISL_3154898	2021-06-01	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21J (Delta)	AY.34	 Dakar 
EPI_ISL_3154899	2021-06-01	2021-07-31	Africa / Senegal / Dakar / Iressef Diamniadio	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_4276973	2021-08-06	2021-09-17	Africa / Senegal / Dakar / IRESSEF DIAMNIADIO	20C	B.1.626	 Dakar 
EPI_ISL_4276980	2021-06-04	2021-09-17	Africa / Senegal / Dakar / IRESSEF DIAMNIADIO	21I (Delta)	B.1.617.2	 Dakar 
EPI_ISL_481234	2020-04-07	2020-07-02	Africa / Senegal / Dakar / Guediawaye	20A	B.1	 Dakar 
EPI_ISL_481237	2020-04-17	2020-07-02	Africa / Senegal / Dakar / Yeumbeul	20A	B.1.416	 Dakar 
EPI_ISL_481239	2020-04-17	2020-07-02	Africa / Senegal / Dakar / Guediawaye	20A	B.1.416	 Dakar 
EPI_ISL_481240	2020-04-18	2020-07-02	Africa / Senegal / Dakar / Guediawaye	20A	B.1	 Dakar 
EPI_ISL_482874	2020-06-13	2020-07-06	Africa / Senegal / Dakar / Mbao	20B	B.1.1	 Dakar 
EPI_ISL_485711	2020-06-15	2020-07-09	Africa / Senegal / Dakar / Sangalkam	20B	B.1.1	 Dakar 
EPI_ISL_485713	2020-06-14	2020-07-09	Africa / Senegal / Dakar / Yeumbeul	20A	B.1.416	 Dakar 
EPI_ISL_485716	2020-06-12	2020-07-09	Africa / Senegal / Dakar / Keur Massar	20C	B.1	 Dakar 
EPI_ISL_485717	2020-06-12	2020-07-09	Africa / Senegal / Dakar / Keur Massar	20A	B.1	 Dakar 
EPI_ISL_486860	2020-04-25	2020-07-12	Africa / Senegal / Dakar / Sangalkam	20A	B.1.416	 Dakar 
EPI_ISL_486870	2020-04-23	2020-07-12	Africa / Senegal / Dakar / Mbao	20C	B.1.356	 Dakar 
EPI_ISL_498235	2020-04-22	2020-07-27	Africa / Senegal / Dakar / Yeumbeul	20A	B.1.416	 Dakar 
EPI_ISL_498237	2020-04-24	2020-07-27	Africa / Senegal / Dakar / Guediawaye	20A	B.1	 Dakar 
EPI_ISL_6274729	2021-10-28	2021-11-15	Africa / Senegal / Dakar / Iressef Diamniadio	21J (Delta)	B.1.617.2	 Dakar 
EPI_ISL_7571609	2021-12-07	2021-12-13	Africa / Senegal / Dakar / IRESSEF DIAMNIADIO	21J (Delta)	B.1.617.2	 Dakar 
EPI_ISL_7571610	2021-12-07	2021-12-13	Africa / Senegal / Dakar / IRESSEF DIAMNIADIO	21J (Delta)	AY.4	 Dakar 
EPI_ISL_8525434	2020-03-10	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525435	2020-03-11	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525439	2020-03-12	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525440	2020-03-12	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525465	2020-03-27	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	B.1.617.2	 Diourbel
EPI_ISL_8525496	2020-04-02	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8525578	2020-05-09	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525601	2020-05-10	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525606	2020-05-11	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525655	2020-05-13	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525656	2020-05-13	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525659	2020-05-13	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525661	2020-05-13	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525676	2020-05-14	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.620	 Diourbel
EPI_ISL_8525679	2020-05-14	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.619	 Diourbel
EPI_ISL_8525862	2020-09-11	2022-01-10	Africa / Senegal / Diourbel	20B	B.1.1	 Diourbel
EPI_ISL_8525872	2020-09-22	2022-01-10	Africa / Senegal / Diourbel	20C	B.1	 Diourbel
EPI_ISL_8525873	2020-09-22	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525875	2020-09-25	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.416	 Diourbel
EPI_ISL_8525878	2020-09-26	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.416	 Diourbel
EPI_ISL_8525879	2020-09-27	2022-01-10	Africa / Senegal / Diourbel	20E (EU1)	B.1.177	 Diourbel
EPI_ISL_8525880	2020-09-27	2022-01-10	Africa / Senegal / Diourbel	20B	B.1.1	 Diourbel
EPI_ISL_8525881	2020-09-29	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525884	2020-10-02	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.243	 Diourbel
EPI_ISL_8525886	2020-10-08	2022-01-10	Africa / Senegal / Diourbel	20E (EU1)	B.1.177	 Diourbel
EPI_ISL_8525888	2020-10-15	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.160	 Diourbel
EPI_ISL_8525890	2020-10-16	2022-01-10	Africa / Senegal / Diourbel	20E (EU1)	B.1.177	 Diourbel
EPI_ISL_8525893	2020-10-21	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525897	2020-10-23	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.416	 Diourbel
EPI_ISL_8525901	2020-10-29	2022-01-10	Africa / Senegal / Diourbel	20A	B.1	 Diourbel
EPI_ISL_8525906	2020-11-03	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.416	 Diourbel
EPI_ISL_8525930	2020-11-30	2022-01-10	Africa / Senegal / Diourbel	20A	B.1.416	 Diourbel
EPI_ISL_8526774	2021-08-19	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526775	2021-08-19	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526777	2021-08-18	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526779	2021-08-19	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526793	2021-08-20	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526795	2021-08-20	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1.1	 Diourbel
EPI_ISL_8526796	2021-08-18	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526800	2021-08-20	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526801	2021-08-20	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526803	2021-08-21	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526807	2021-08-21	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526815	2021-08-23	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526819	2021-08-23	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526827	2021-08-23	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526851	2021-08-27	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526852	2021-08-26	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526858	2021-08-27	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526859	2021-08-27	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526860	2021-08-28	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526861	2021-08-29	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526864	2021-08-29	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526869	2021-08-31	2022-01-10	Africa / Senegal / Diourbel	21I (Delta)	B.1.617.2	 Diourbel
EPI_ISL_8526871	2021-08-31	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526876	2021-08-31	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526878	2021-09-02	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526880	2021-09-02	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526881	2021-09-02	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526883	2021-09-01	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526888	2021-09-06	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34	 Diourbel
EPI_ISL_8526890	2021-09-06	2022-01-10	Africa / Senegal / Diourbel	21I (Delta)	B.1.617.2	 Diourbel
EPI_ISL_8526896	2021-09-06	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_8526901	2021-09-04	2022-01-10	Africa / Senegal / Diourbel	21J (Delta)	AY.34.1	 Diourbel
EPI_ISL_418210	2020-03-10	2020-03-29	Africa / Senegal / Diourbel / Touba	20A	B.1	 Diourbel 
EPI_ISL_418211	2020-03-11	2020-03-29	Africa / Senegal / Diourbel / Touba	20A	B.1	 Diourbel 
EPI_ISL_418212	2020-03-11	2020-03-29	Africa / Senegal / Diourbel / Touba	20A	B.1	 Diourbel 
EPI_ISL_418213	2020-03-12	2020-03-29	Africa / Senegal / Diourbel / Touba	20A	B.1	 Diourbel 
EPI_ISL_418214	2020-03-12	2020-03-29	Africa / Senegal / Diourbel / Touba	20A	B.1	 Diourbel 
EPI_ISL_418215	2020-03-12	2020-03-29	Africa / Senegal / Diourbel / Touba	20A	B.1	 Diourbel 
EPI_ISL_8525716	2020-05-18	2022-01-10	Africa / Senegal / Fatick	20A	B.1.620	 Fatick
EPI_ISL_8525865	2020-09-22	2022-01-10	Africa / Senegal / Fatick	20A	B.1.416	 Fatick
EPI_ISL_8525970	2020-12-11	2022-01-10	Africa / Senegal / Fatick	20B	B.1.1.420	 Fatick
EPI_ISL_8526110	2021-06-23	2022-01-10	Africa / Senegal / Fatick	21D (Eta)	B.1.525	 Fatick
EPI_ISL_8526126	2021-06-25	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526127	2021-06-24	2022-01-10	Africa / Senegal / Fatick	20B	B.1.1.318	 Fatick
EPI_ISL_8526247	2021-06-28	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526454	2021-07-05	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526488	2021-07-09	2022-01-10	Africa / Senegal / Fatick	21I (Delta)	B.1.617.2	 Fatick
EPI_ISL_8526499	2021-07-12	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34	 Fatick
EPI_ISL_8526500	2021-07-11	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
EPI_ISL_8526501	2021-07-11	2022-01-10	Africa / Senegal / Fatick	21J (Delta)	AY.34.1	 Fatick
